Datetime,Sample,Time_Step,MSLP,Latitude,Longitude
2023-07-13 12:00:00,40,6,99309.703125,19.5,113.75
2023-07-13 12:00:00,40,7,99486.0390625,20.0,112.25
2023-07-13 12:00:00,40,8,99838.046875,20.0,110.75
2023-07-13 12:00:00,40,9,100060.859375,20.5,109.25
2023-07-13 12:00:00,41,0,100118.6796875,18.25,122.5
2023-07-13 12:00:00,41,1,100057.9609375,18.0,122.5
2023-07-13 12:00:00,41,2,99955.1953125,19.0,121.0
2023-07-13 12:00:00,41,3,99640.828125,18.5,119.5
2023-07-13 12:00:00,41,4,99214.3671875,18.75,118.0
2023-07-13 12:00:00,41,5,98653.65625,19.25,116.5
2023-07-13 12:00:00,41,6,98580.09375,19.75,115.0
2023-07-13 12:00:00,41,7,98660.7890625,20.5,113.5
2023-07-13 12:00:00,41,8,99566.75,21.75,112.0
2023-07-13 12:00:00,41,9,99914.6796875,21.75,110.5
2023-07-13 12:00:00,41,10,100260.046875,20.25,109.75
2023-07-13 12:00:00,42,0,100110.0859375,18.5,121.75
2023-07-13 12:00:00,42,1,100028.640625,18.25,120.25
2023-07-13 12:00:00,42,2,99342.921875,17.75,119.0
2023-07-13 12:00:00,42,3,99068.625,18.75,117.75
2023-07-13 12:00:00,42,4,98716.9375,19.5,117.0
2023-07-13 12:00:00,42,5,98669.921875,19.5,115.5
2023-07-13 12:00:00,42,6,98643.5625,19.0,114.0
2023-07-13 12:00:00,42,7,98963.2421875,19.0,112.5
2023-07-13 12:00:00,42,8,99468.9921875,19.0,111.0
2023-07-13 12:00:00,42,9,99942.78125,19.75,109.5
2023-07-13 12:00:00,42,10,100182.453125,19.75,108.75
2023-07-13 12:00:00,43,0,100128.3203125,18.5,121.75
2023-07-13 12:00:00,43,1,100059.5078125,17.25,120.25
2023-07-13 12:00:00,43,2,99548.921875,17.75,118.75
2023-07-13 12:00:00,43,3,99310.71875,18.75,117.75
2023-07-13 12:00:00,43,4,99111.515625,18.75,116.25
2023-07-13 12:00:00,43,5,98930.140625,19.25,115.25
2023-07-13 12:00:00,43,6,98889.1640625,20.25,113.75
2023-07-13 12:00:00,43,7,99228.25,21.0,112.25
2023-07-13 12:00:00,43,8,99436.8984375,21.5,110.75
2023-07-13 12:00:00,43,9,99688.828125,21.75,109.25
2023-07-13 12:00:00,43,10,100123.234375,23.25,108.0
2023-07-13 12:00:00,44,0,100056.2109375,18.25,119.75
2023-07-13 12:00:00,44,1,99801.6640625,17.5,118.25
2023-07-13 12:00:00,44,2,99354.328125,17.0,118.0
2023-07-13 12:00:00,44,3,99094.9375,18.25,117.0
2023-07-13 12:00:00,44,4,98933.1796875,19.0,115.5
2023-07-13 12:00:00,44,5,98645.453125,19.0,114.0
2023-07-13 12:00:00,44,6,98667.9921875,19.5,112.5
2023-07-13 12:00:00,44,7,99172.7421875,19.75,111.0
2023-07-13 12:00:00,44,8,99771.4765625,19.75,109.5
2023-07-13 12:00:00,44,9,100008.2734375,19.0,108.25
2023-07-13 12:00:00,45,0,100165.84375,18.5,121.75
2023-07-13 12:00:00,45,1,100056.5078125,18.5,121.75
2023-07-13 12:00:00,45,2,100001.4453125,18.25,120.25
2023-07-13 12:00:00,45,3,99581.203125,18.75,118.75
2023-07-13 12:00:00,45,4,99484.703125,18.75,117.25
2023-07-13 12:00:00,45,5,99641.5,19.25,115.75
2023-07-13 12:00:00,45,6,99730.4453125,20.0,114.25
2023-07-13 12:00:00,45,7,99723.5546875,19.25,112.75
2023-07-13 12:00:00,45,8,99980.671875,19.5,111.25
2023-07-13 12:00:00,45,9,100232.203125,20.0,110.0
2023-07-13 12:00:00,46,0,100102.1484375,18.5,122.25
2023-07-13 12:00:00,46,1,100014.53125,18.75,121.5
2023-07-13 12:00:00,46,2,99659.546875,18.25,120.0
2023-07-13 12:00:00,46,3,99144.09375,19.25,118.5
2023-07-13 12:00:00,46,4,98561.9375,19.5,117.0
2023-07-13 12:00:00,46,5,97843.0546875,19.5,115.5
2023-07-13 12:00:00,46,6,97925.984375,20.25,114.25
2023-07-13 12:00:00,46,7,97791.625,20.75,112.75
2023-07-13 12:00:00,46,8,99604.5546875,22.0,111.25
2023-07-13 12:00:00,46,9,100052.5078125,21.25,109.75
2023-07-13 12:00:00,47,0,100149.0625,18.25,120.25
2023-07-13 12:00:00,47,1,99778.734375,18.0,118.75
2023-07-13 12:00:00,47,2,99368.1640625,17.25,118.25
2023-07-13 12:00:00,47,3,99027.6015625,18.75,118.0
2023-07-13 12:00:00,47,4,98650.7734375,19.25,116.5
2023-07-13 12:00:00,47,5,98215.25,19.5,115.25
2023-07-13 12:00:00,47,6,98236.9375,20.0,114.0
2023-07-13 12:00:00,47,7,98143.1796875,21.0,112.5
2023-07-13 12:00:00,47,8,99203.1875,22.0,111.0
2023-07-13 12:00:00,47,9,99929.015625,23.5,109.5
2023-07-13 12:00:00,47,10,100541.796875,23.0,108.0
2023-07-13 12:00:00,48,0,100073.109375,18.75,121.5
2023-07-13 12:00:00,48,1,99887.5390625,17.75,120.0
2023-07-13 12:00:00,48,2,99200.125,18.0,118.5
2023-07-13 12:00:00,48,3,98387.8125,18.5,117.0
2023-07-13 12:00:00,48,4,98082.09375,19.0,115.5
2023-07-13 12:00:00,48,5,98129.171875,19.25,114.25
2023-07-13 12:00:00,48,6,98733.2578125,19.5,112.75
2023-07-13 12:00:00,48,7,98671.1953125,19.5,111.25
2023-07-13 12:00:00,48,8,98821.109375,20.0,109.75
2023-07-13 12:00:00,48,9,99191.7734375,20.5,108.25
2023-07-13 12:00:00,48,10,100050.734375,19.5,106.75
2023-07-13 12:00:00,49,0,100104.8046875,18.5,121.75
2023-07-13 12:00:00,49,1,100052.3984375,18.5,121.75
2023-07-13 12:00:00,49,2,99839.15625,18.25,120.25
2023-07-13 12:00:00,49,3,99304.3046875,18.5,118.75
2023-07-13 12:00:00,49,4,98567.75,18.5,117.25
2023-07-13 12:00:00,49,5,98645.6015625,19.75,115.75
2023-07-13 12:00:00,49,6,99021.5078125,20.25,114.25
2023-07-13 12:00:00,49,7,99568.8828125,20.25,112.75
2023-07-13 12:00:00,49,8,99712.1875,19.75,111.25
2023-07-13 12:00:00,49,9,99928.6171875,20.25,110.0
2023-07-13 12:00:00,49,10,100164.6171875,19.0,108.5
2023-07-13 12:00:00,50,0,100108.421875,18.5,122.25
2023-07-13 12:00:00,50,1,100127.7734375,18.5,122.25
2023-07-13 12:00:00,50,2,100043.84375,20.0,120.75
2023-07-13 12:00:00,50,3,99805.046875,19.0,119.25
2023-07-13 12:00:00,50,4,99755.921875,19.25,117.75
2023-07-13 12:00:00,50,5,99654.9921875,19.5,116.25
2023-07-13 12:00:00,50,6,99762.25,20.25,114.75
2023-07-13 12:00:00,50,7,99918.515625,20.25,113.25
2023-07-13 12:00:00,50,8,100058.796875,20.5,111.75
2023-07-13 12:00:00,51,0,100089.671875,18.5,121.75
2023-07-13 12:00:00,51,1,99975.875,18.0,120.25
2023-07-13 12:00:00,51,2,99503.546875,18.0,118.75
2023-07-13 12:00:00,51,3,99155.8203125,19.0,117.75
2023-07-13 12:00:00,51,4,98994.484375,19.0,116.25
2023-07-13 12:00:00,51,5,98827.0,19.5,114.75
2023-07-13 12:00:00,51,6,98744.5,19.25,113.25
2023-07-13 12:00:00,51,7,98646.796875,19.75,111.75
2023-07-13 12:00:00,51,8,98583.953125,19.75,110.25
2023-07-13 12:00:00,51,9,98927.6875,21.0,108.75
2023-07-13 12:00:00,51,10,99936.0703125,22.0,107.25
2023-07-13 12:00:00,51,11,100175.484375,20.5,106.0
